Column1,Narrative,Abteilung
351," Hello, I have installed Saeles Firstclass WH Neo on Win 7 64 bit (Catch Amplitude E3757). Unfortunately, I do not get a product preview displayed during creation, but always only the first data displayed at the start of creation from the Solarmobile QS-BV070, as a single record. I have already installed the older Ethernet driver as described in the forum and FAQs:  ---------------Often on Windows 7, the common Ethernet drivers are the reason for EM/EMVX creation problems.    Try to use an older Ethernet driver:    - open the device manager, double click on the EtherNet card (TCP/IP protocol), select there ""Update driver"", ""Search for driver software on the computer"" and ""Select from a list of device drivers on the computer""    - now several drivers should appear in the list . Install the ""NWRL compliant 4000 host controller (old)"" and then try the creation again.  -----   That at least fixed the creation problems, but unfortunately I still don't have a preview. Can you help me further? Thank you and best regards Theo Pauker       ",4
204," Dear Sir or Madam, In the calculation application in the profit target input I always get the error message: Error parsing XSL data.       ",5
401, Error 9000 during installation       ,4
108, When calling the program Note: Error code: -9 Even after reinstallation the same error message is displayed.       ,1
556," Good day The burning is interrupted every time with the following error: Internal problem during execution. And this happens every time during burning. So up to encrypting it goes but further not. We had already created a ticket, but it was closed in the meantime, no idea why. (see ticket 0571516264812282) Kind regards and thanks for your help.       ",2
119, error code -9       ,1
8," Hi! Changed my online collection from Shockwave to XML version today. Why are changes in the collections not taking effect? Cleared cookies and cache. Would like to use the Studio version, but I can't change the preview images, even though they have been deleted in the online organizer - i.e. I have changed the order of the products so or deleted products,so that the preview always shows the first product, but nothing happens. I would be very grateful for any help. Yours sincerely Clara Frieden       ",1
101, Hello Helpdesk I can no longer place the display arrow correctly in a frame. It only succeeds once and as soon as I move it forward or back it starts at the beginning of the element. No success with click        ,1
289, I have the download version of Sales firstclass 20 ultimate EMV.    1.how can I burn the program and the additional programs on DVD or how can I install the additional programs. I am always asked to insert the original CD ??????       ,6
465," My edited process is successfully burned. At least that's what the program tells me. I have burned the process on different DVD color formats and also played on different DVD burners.in any case, the playback is finished after about 1 minute. It does not succeed to see the edited process completely. I bought the software from Warehouse Sales firstclass on 7.4.2010. With kind regards Rüdinger Fass Tellendorfer Str. 87 32115 Bielefeld Tel. 67578 - 5603        ",2
21," Hello, I recently purchased the new Warehouse Ultimate WH and also registered with you. Now I have a problem with it at the moment. I have started a Ablau, which also contains the order numbers well at the beginning. For this I have created several records with meta connections and an xls file. now I have added a BPN file where you can also see the statistics chart. So there must be an order number, but unfortunately I can't see it when displaying. What is the reason for this? The order numbers of the xls file are there all the time and as soon as the actual process is opened all order numbers are gone. I have just started a new attempt. If I just release the original file and let it calculate, I see the order number as soon as I interrupt the calculation and set the cursor at any position to calculate from there, no order number comes along. Yours sincerely Ludwibg Trenkemann        ",3
126, I need to quickly create a billing process and my program 2007/2008 does not work? why not. It always shows the Smartcard Divice... cannot execute this format. The currently used device identifier is not within the allowed range for your system. I would be very grateful for a quick reply. With kind regards            ,4
344," Dear Sir or Madam, My EM scanner records the sequences on a card. From there I would like to transfer the sequence to the pc. But the em scanner is not found. What to do?     -----Original message----- have installed the software under windows 7. nevertheless the EM data scanner is not found. have also chosen the way about the compatibility mode incl. download of the burn drivers. no result. question: is there an upgrade for windows 7 or what else can I do? mfg       ",4
