"sentiment","text"
"neutral","altersgerechtes bauen will hrden aus den wohnlandschaften beseitigen  architektur"
"positive"," verstndlich p"
"positive"," ich werde gleich ein paar tweets lschen da doch sehr privat "
"neutral","check out menschheit dmonisch besessen on "
"negative","gute besserung mutee rt endlich muss ich zum arzt gehen "
"neutral","  englischelebensversicherungen kostenlos vergleichen testsieger extrem gute rendite sehr sichere anlage "
"neutral","eine franzsische mutter hat ihre dreijhrige tochter aus verzweiflung in einen fluss geworfen das mdchen ertrank "
"neutral","esskastanie zuverschenken bergen auf rgen esskastanie an selbstabholer abzugeben ca m hoch gut gewachsen "
"negative"," jahre hrt sich irgendwie schon echt alt an langsam komme ich auch in den bereich wo man sich nicht mehr bers lter werden freut "
"neutral"," pro staubsaugerregulierung ich glaube nicht dass er das ernst meint das kann nicht sein "
"neutral","dolled up lebende puppen an der fashion week in paris fielen andrea von chic in zurich die fashion week doll "
"positive"," habe gerade schimmelimbissbude gelesen p yummy guten hunger herr kapitn  "
"neutral"," zumal ich morgen noch ein paar andere dinge tun muss "
"neutral","was wohl don corleone zu all dem gesagt htte  "
"neutral","begehrte top marken bis zu reduziert jetzt bei amazon buyvip anmelden  via "
"neutral","unglckliche liebe "
"neutral"," groe berraschung  "
"neutral"," przisiere bitte schn rasiert schn frisiert oder was    "
"neutral","die herrschaften von six pack verabschieden sich nach zwei exklusiven konzerten heute und morgen in die "
"neutral"," na hoffentlich machen die nicht zuviel gas "
"neutral"," in lautern wars ntig nach spielen "
"positive"," jetzt gnnich mir eine pause und betrachte diesen schnen blauen himmel im blickwinkel umzugspakete "
"neutral","kredite vergleichen lohnt sich  "
"neutral"," nicht garfield danke "
"neutral","was macht jemanden attraktiv  offen und erlichkeit "
"positive","saubere nummer hamburger jungs haben eingeheizt und abschlach abgerissen geiler abend geiler tag  nur der "
"neutral","am um uhr startet unser hangout on air  es geht um dunkle materie und andere "
"neutral","pnktlich unpnktlich "
"neutral"," dia sind natrlich zmma mim hummer annen livematch gfahra  checksch  "
"neutral","gina blmchen wild ich will euch alle tanzen sehen  boom boom boomerang  "
"neutral"," "
"positive"," o vielleicht schaffen wirs das du einen wegsteckst   challange accepted bin dabei wann genau machen wir noch aus"
"neutral"," ajarin donk min blm bs nich "
"neutral"," missing my booskie ltltltltsprung ass"
"neutral","windows bundesregierung warnt vor behrdlichem einsatz die bundesregierung hlt windows laut einem zeitu "
"positive","ihr seht heute wunderschn aus  you look beautiful today  hamburg  welovehh  beauty "
"neutral"," spdchef gabriel starkes unionswahlergebnis erschwert verhandlungen die spdbasis sitz "
"positive"," das beste politikerinterview aller zeiten  "
"neutral"," jag va hungrig ok  "
"neutral"," hmmm sehr undeutlich aber egal omg jddjjsks"
"neutral","del ponte soll despot zhmen  freysinger"
"neutral","mein dner tattoo sollte natrlich von keinem geringeren als ed sheeran gestochen werden  "
"positive"," jahre und jahre bundesliga schn dass man auch jemanden von dem verein eingeladen hat der immer dabei war ach ne"
"positive"," ja  scheie geil "
"positive","zupy zupy zupy  "
"negative","da hat wohl jemandem der snack nicht geschmeckt  berlin  street  food  burger "
"negative"," unsere jugend zerstrt"
"positive","lebih happy nntn spongebob dri pda nntn bola d"
"positive","und morgen geht endlich wieder  bauersuchtfrau los  ich freu mich wie ein schneeknig   schwiegertochtergesucht  sg"
"negative"," nur die im hintergrund von zamperoni war natrlich doof keep calm until deine kanzlerin abgewhlt wird "
"neutral","tz bayern holt supercup elferlotto gegen chelsea prag revanche geglckt  der fc bayern rcht sich fr d "
"neutral","farid bang teufelskreis official hq video von positiv bewertet "
"neutral","c f von weizscker sagte vor jahren da sein buch welches er als sein letztes groes werk "
"neutral","ntv repressionen gegen brgerrechtler china nimmt bekannte aktivisten fest "
"positive","guten morgen allerseits mein we war wundervoll und eures  "
"positive"," perfektes festivalwetter abflug   berlinfestival starts now  bastille mia get well soon pet shop boys blur was ein lineu"
"neutral","eplayer highlights trkei niederlande titel wmquali robben strzt trkei ins tal der trnen kanal lnderspiele"
"neutral"," funkel vor schwieriger aufgabe  fuball  bundesliga"
"negative","echt unmglich "
"neutral"," hmischer optimismus zu zahlen der nyt its official we never need to worry about the future of journalism again  "
"neutral","zerfahrene dfbelf rettet unentschieden "
"positive","trainingstag geschafft materialausgabe war auch erfolgreich morgen frh gehts endlich aufs eis   cantwait"
"neutral","indien erreicht gigawatt photovoltaikleistung in indien waren ende august insgesamt photovol  solar"
"positive"," england big ben paris eiffel tower canada justin bieber  mtvhottest justin bieber"
"positive"," hast du den film schon gesehen  ich liebe den film haha"
"positive","da ham se mich erwischt beim webmastermeeting ick seh bombe aus   frankfux  fuxamfreitag  suderbruch  sexy "
"positive","fliegen erstmal kinder synchron aufs maul und ich lache mich halb tot"
"positive"," das schne von im internet gekauften schei ist dass dir der schei auch erklrt und geliefert wird "
"neutral","  frankfurterinfo kulturamt streicht zuschuss an club voltaire komplett die ankndigung von seiten des kultur "
"neutral","nicht nur offene daten auch offene algorithmen fordert nach seiner erfahrung mit einem falschen folgenschweren bug bei  andme"
"neutral","pollg einbrecher in gaststtte gestellt polizei ermittelt frontal news aktuell pressemitteilu "
"neutral","top horror movie cliches via "
"positive"," schlafet wohl wehrte dame  "
"negative"," flex  wre so schon vor jahren ntig gewesen "
"neutral","bluray horror weekend geplant  dann schau dir the colony und the lords of salem an gnsehaut garantiert "
"neutral","guten morgen dienstag  wir lieben dich  kanns denn nicht auch schon abend sein   genussohneschokolade"
"negative","meh trojita immer noch kein support fr mehrere accounts muss mich wohl doch nach nem andern mailclient umsehen "
"neutral","martin kind wir wollen die pltze bis erreichen  also eigentlich wollen wir meister werden aber das machen wir nicht publik  h"
"positive","  hertha berragend mit gegen eintracht frankfurt und damit vorbergehend  tabellenfhrer"
"neutral","alter kalender vs neuem kalender "
"neutral","  landau wer zahlt die millionen fr die  bombensuche auf gelnde der  landesgartenschau  hauptausschuss diskutiert "
"neutral"," ich will in eine anstalt psychiatrisch gemtlich gerne an einem kleinen see "
"neutral","ich finde das sollte man mal sagen "
"neutral","slips verkaufen string mit pailletten sehr knapper string wartet darauf fr dich bei "
"neutral","neu achtung fertig wk  "
"neutral","zitate der woche immerhin hat er kein kinderzimmer eingeplant claudia roth kommt bei sondierungsgesprchen "
"neutral","schwindel erkannt gefahr gebannt "
"neutral","usa erheben anklage wegen j p morganhandelsskandal  paid wsj  wirtschaft"
"neutral","mr coffee versucht vergeblich meine lebensgeister zu wecken "
"positive","bitte bitte haut voll rein lasst die bl nicht zu langweilig werden forever hsv countdown zum blstart  come on  bvb    "
"positive","unser nachbars hund ser kleiner kerl gtwlt "
"neutral","was macht denn so heute abend  "
"positive"," dankeschn  ff back xoxo"
"neutral","denewsblog krombacher untersttzt soziale projekte krombacher untersttzt soziale projektekreis olpe "
"neutral","  moritz moppelpo braucht keine windel mehr ein spielbuch mit vielen klappen moritz moppelpo braucht keine "
"neutral","super tackle von db kevin wu nach einem punt der deutschen mannschaft dnemark macht wieder druck mit ihrer nohuddleoffense "
"neutral","dit  spontanitt muss sorgfltig geplant werden    buchtipp  franken  bayreuth  ernhrung  debk"
"neutral","drinnen drauen "
"neutral"," anonymous hackt sichere jugendapp niemand zustndig"
"neutral","kaffeekochen duschen garten wssern frhstck langsam kommt routine rein "
"negative"," nicht gut "
"neutral"," kimi wird kein bulle rikknen manager besttigt dass gesprche zwischen kimi und beendet sin"
"neutral","  tischtennis der hat sein erstes saisonspiel gegen den amtierenden deutschen meister werder bremen mit verloren "
"neutral","rwe power ag matthias hartung konventionelle stromerzeugung steht unter gewaltigem "
"positive","die neuen bingapps fr  windowsphone sind kurz auf den punkt gebracht klasse  "
"negative"," tglich flieen tonnen verseuchtes wasser vor  fukushima ins meer und die regioerung pocht auf die sicherheit von atomkr"
"neutral","nchtlicher einsatz feuerwehr verhindert greren schaden bei gebudebrand hier gehts zum "
"positive","ok kafasizsin ben ozur dilerim "
"neutral","eu prosun eukommission akzeptiert illegalen deal mit china eu prosun brssel ots europ presseportal de"
"neutral","  rt  fb verzgerung technische strungen bei whatsapp der beliebte nachrichtendienst whatsapp h "
"neutral","forderung erhalt direktzug osttirolibk aufrecht felipe holt angebot ein vpfront brckelt kll ja kuenz nein  ibktwit  direktzug"
"neutral","  fdp natrlich gegen veggie day und sieht dem pay day am entgegen "
"neutral","wettertrend prognose stand august hamburg wolkig c zur smartphone version "
"negative","  nicht witzig  "
"neutral","new super marisa land lets play  mit dem rock umgehauen ber "
"positive","er schwrmt von seiner ex darum bewundert jamie campbell bower lily collins "
"negative","kalt kopfschmerzen und keine lust "
"neutral","lone survivor movie trailer in cinema starring mark wahlberg taylor kitsch amp ben foster"
"positive","am samstag wird wohl der all you can eat chinese zusammen mit unglcklich gemacht "
"neutral","angie lchelt einmal ihre antwort und beseitigt min steinbrckphrasen beste mutti ever  tvduell"
"neutral"," der befragten geben an dass sich stiftungen in den themen bildung und erziehung engagieren sollten "
"neutral"," ich hatte mich etwas aus dem fenster gelehnt und bekam dann sehr viele adressen"
"positive"," guten morgen hpfer  "
"positive"," solche worte passen nicht zu einer so hbschen frau "
"neutral","tsg hoffenheim vor unlsbarer aufgabe  bayer zu stark  stefan bodemer "
"neutral"," schmutzige witze erzhlt  "
"neutral","safer sex ohne kondom schutz durch therapie kombinierte prvention vom  hiv c"
"neutral","darum hats die svp im kanton schwyz so leicht nicht nur hohe subarudichte sondern auch hohe porschedichte "
"neutral"," versprochen  "
"negative","alles stock hier fahren gengend miese polizisten herum die einen dran nehmen anstatt "
"negative","ich wrds mir am liebsten meine beine abhacken so weh tut das offene blasen juhu "
"negative"," das is klar polster zu holen kann aber nicht berlegt gewesen sein nur pr denn andere kandidaten wren besser gew "
"negative"," ganz schn lange h langsame leitung "
"neutral","bundesliga verbeek defensiv gut gekmpft "
"negative"," eigentlich ein guter tag um eine deadline nicht zu schaffen "
"positive"," er twitterte schneller als sein schatten "
"neutral"," ah der dude  trgt gerne einen strumpf ber seinem gesicht damit die bsen berwachungskameras ihn nicht sehen cc "
"positive","wusste gar nicht dass  assange so gut singen kann  oz  downunder wa was zum  "
"neutral","  maxschneiderandbabesgreece  maxschneiderandbabesgreece  maxschneiderandbabesgreece  maxschneiderandbabesgreece  maxschneiderandbabesgreece"
"neutral","diese sternschnuppe die ich am ersten abend meines urlaubs sah macht ihre sache bisher ganz ok "
"neutral","grumpy merkel  die schaut doch immer so aus"
"neutral","gamescompreview call of duty ghosts call of duty ghosts verspricht auch in diesem jahr wieder viel kna "
"neutral"," ja siehste mal  "
"neutral"," wissenschaftler kritisieren unverstndliche wahlprogramme unser tipp leichte sprache  wahllokal"
"neutral","tz schweinsteiger als fuballer des jahres geehrt mnchen bastian schweinsteiger ist kurz vor seinem "
"positive","netter vergleich eines neuen androidgertes gegen ein altes iphone s and the winner is kphone s    "
"negative"," fands berhaupt nicht erfrischend langweilig wars"
"neutral","the voice coach diese schne gehrt zu samu haber  samuhaber "
"negative"," vllig bescheuert einfach nicht mit solchem unsinn beschftigen w"
"neutral","el salvador getrnkemulti fordert mehr wassergemeinden protestieren "
"neutral","abschlussberichtdes nsuuntersuchungsausschusses historisch beispielloses desaster "
"positive"," gut nacht trum s"
"neutral"," im paying this right now  kndigung  angebot  skyamzug "
"positive","mal umgekehrt lsst raten welche frage  stronach eigtl beantworten sollte sehr lesenswert "
"positive"," jepp schaut gut aus  "
"neutral","die falschen freunde sind die die dich zum fallen bringen die richtigen sind die die dich auffangen  lt"
"neutral","wenn ich euch besuchen komme real amateur  porn  sexy  xxx  adult  amateur  nsfw  amateur "
"negative","die deutsche bahn konnt sich grad nicht entscheiden ob der zug jetzt nun pnktlich kommt oder nicht "
"neutral"," aso na dann welche hast jetzt  "
"neutral"," aaaah ok wrs nicht simpler zu bernachten  o o"
"neutral"," h f h das teilen v erfahrung krafthoffnung in  alanon befreit uns von individueller isolat"
"neutral"," verschiedene musikkassetten volksmusik bitte ansehen berlin siehe foto biete verschiedene original "
"neutral"," edward  "
"positive"," gute besserung euch beiden  "
"positive"," gerne doch lieber tim d oder wer verwendet noch janetter bei euch  "
